Date,Open,High,Low,Close,Adj Close,Volume
2021-10-08,112.580002,112.660004,111.129997,111.220001,108.793327,3787000
2021-10-11,112.889999,113.559998,110.919998,110.940002,108.519440,5987300
2021-10-12,111.720001,111.870003,110.660004,111.000000,108.578125,3866800
2021-10-13,111.389999,111.480003,109.410004,110.760002,108.343361,4806500
2021-10-14,111.080002,112.610001,111.010002,111.870003,109.429146,5194900
2021-10-15,112.449997,112.919998,110.949997,111.449997,109.018311,5860900
2021-10-18,111.440002,113.570000,110.959999,113.370003,110.896431,4958400
2021-10-19,113.739998,114.540001,112.760002,113.489998,111.013802,5799300
2021-10-20,113.059998,115.110001,112.709999,113.860001,111.375725,7645200
2021-10-21,113.930000,114.559998,113.610001,114.440002,111.943077,3684300
2021-10-22,114.410004,114.980003,114.070000,114.550003,112.050682,3396400
2021-10-25,114.739998,114.879997,113.360001,114.709999,112.207184,4290600
2021-10-26,114.919998,115.279999,114.250000,114.919998,112.412598,5948000
2021-10-27,115.570000,115.570000,113.080002,113.510002,111.033363,5853900
2021-10-28,113.739998,114.599998,112.459999,113.199997,110.730125,7697600
2021-10-29,107.500000,107.989998,104.019997,106.070000,103.755692,27419600
2021-11-01,107.230003,110.150002,107.199997,109.800003,107.404312,14184600
2021-11-02,110.250000,111.820000,109.790001,111.449997,109.018311,11538900
2021-11-03,111.330002,112.919998,110.110001,112.610001,110.153008,6422600
2021-11-04,111.599998,112.419998,110.930000,112.160004,109.712822,8212600
2021-11-05,113.239998,117.330002,113.139999,116.910004,114.359184,10256800
2021-11-08,116.519997,117.470001,114.570000,115.160004,112.647369,8753300
2021-11-09,114.650002,115.599998,113.370003,114.129997,111.639832,6754700
2021-11-10,112.910004,114.459999,112.599998,113.250000,111.256699,6563700
2021-11-11,113.250000,113.250000,110.540001,111.440002,109.478554,7191900
2021-11-12,111.739998,112.239998,111.089996,111.720001,109.753624,7350400
2021-11-15,112.120003,113.650002,111.580002,111.870003,109.900993,6566100
2021-11-16,112.279999,113.110001,111.510002,112.230003,110.254662,7965000
2021-11-17,112.220001,113.110001,111.660004,112.519997,110.539543,5768600
2021-11-18,112.120003,113.230003,111.339996,112.900002,110.912857,5632100
2021-11-19,112.730003,112.900002,109.769997,110.779999,108.830177,6921800
2021-11-22,111.110001,112.589996,110.669998,111.449997,109.488380,5967300
2021-11-23,112.000000,114.110001,111.779999,113.580002,111.580887,7911000
2021-11-24,113.410004,114.260002,113.080002,113.970001,111.964027,4464300
2021-11-26,110.010002,110.830002,109.250000,110.660004,108.712288,6703200
2021-11-29,111.360001,111.690002,109.620003,110.730003,108.781052,7114100
2021-11-30,109.550003,111.089996,109.050003,109.639999,107.710236,9483300
2021-12-01,110.959999,113.349998,108.550003,108.660004,106.747490,7618500
2021-12-02,109.169998,112.080002,109.169998,111.419998,109.458900,7709400
2021-12-03,111.849998,112.849998,110.080002,111.239998,109.282074,7014100
2021-12-06,112.010002,114.169998,111.709999,113.360001,111.364769,8280200
2021-12-07,115.059998,117.190002,114.790001,116.260002,114.213715,8786900
2021-12-08,115.779999,116.650002,115.150002,116.250000,114.203888,5807000
2021-12-09,115.800003,116.410004,115.239998,115.349998,113.319733,5664700
2021-12-10,115.820000,117.089996,115.779999,116.730003,114.675446,6110800
2021-12-13,116.160004,116.830002,115.220001,115.559998,113.526039,6479400
2021-12-14,114.570000,115.300003,114.029999,114.709999,112.690994,6854600
2021-12-15,114.809998,115.199997,112.760002,114.680000,112.661530,6902400
2021-12-16,115.000000,115.400002,113.220001,113.589996,111.590714,7544400
2021-12-17,111.269997,111.800003,108.220001,108.629997,106.718010,13696900
2021-12-20,107.070000,108.120003,106.610001,108.089996,106.187515,6313700
2021-12-21,109.000000,110.900002,108.870003,110.370003,108.427391,4682200
2021-12-22,110.199997,111.779999,110.000000,111.739998,109.773270,3643300
2021-12-23,112.230003,112.910004,111.989998,112.370003,110.392189,3359600
2021-12-27,112.599998,114.370003,112.389999,114.220001,112.209625,3716700
2021-12-28,114.000000,116.279999,113.809998,115.570000,113.535866,4561600
2021-12-29,115.400002,116.959999,115.309998,116.379997,114.331604,4215300
2021-12-30,116.379997,117.339996,116.080002,116.239998,114.194077,4068700
2021-12-31,115.669998,117.480003,115.599998,116.970001,114.911217,3674900
2022-01-03,116.470001,117.800003,114.779999,116.680000,114.626328,5475700
2022-01-04,116.900002,117.050003,114.169998,114.239998,112.229271,8367600
2022-01-05,114.400002,114.959999,110.400002,110.440002,108.496162,8662300
2022-01-06,110.000000,111.879997,109.989998,111.139999,109.183838,6099900
2022-01-07,108.220001,109.709999,107.480003,107.570000,105.676674,11266400
2022-01-10,106.620003,107.010002,104.419998,106.029999,104.163773,8499400
2022-01-11,106.040001,106.169998,103.709999,104.040001,102.208809,13073200
2022-01-12,104.440002,105.320000,103.680000,103.870003,102.041794,11810500
2022-01-13,104.150002,104.669998,102.089996,102.400002,100.597672,9818500
2022-01-14,101.910004,101.910004,99.089996,100.120003,98.357796,13703200
2022-01-18,99.169998,99.360001,97.510002,97.730003,96.009865,11396000
2022-01-19,97.940002,98.389999,96.779999,96.870003,95.165001,10856800
2022-01-20,97.489998,98.940002,95.589996,95.720001,94.035248,20311500
2022-01-21,95.900002,98.410004,95.470001,96.309998,94.614861,13438300
2022-01-24,94.750000,98.349998,94.410004,98.099998,96.373352,17201400
2022-01-25,96.669998,98.089996,95.129997,97.010002,95.302536,12368500
2022-01-26,97.699997,98.639999,94.900002,95.580002,93.897705,11863000
2022-01-27,96.620003,97.169998,95.059998,95.320000,93.642281,7322200
2022-01-28,95.059998,97.220001,93.790001,97.209999,95.499016,8345400
2022-01-31,97.029999,98.400002,96.419998,98.320000,96.589478,8807700
2022-02-01,98.419998,99.029999,96.800003,98.760002,97.021736,11601900
2022-02-02,95.800003,99.150002,94.739998,97.730003,96.009865,15578800
2022-02-03,96.839996,97.470001,95.669998,95.940002,94.251373,8901100
2022-02-04,95.410004,95.940002,93.830002,95.000000,93.327919,8267600
2022-02-07,95.349998,96.110001,94.879997,95.190002,93.514572,6849000
2022-02-08,95.290001,96.029999,94.349998,94.919998,93.249321,7161000
2022-02-09,96.250000,97.970001,96.199997,97.129997,95.420418,9353700
2022-02-10,95.459999,96.809998,94.980003,95.309998,94.107208,9098800
2022-02-11,95.589996,96.489998,93.360001,93.730003,92.547150,6924800
2022-02-14,93.750000,94.489998,92.419998,93.650002,92.468155,7948500
2022-02-15,95.150002,95.459999,94.360001,94.510002,93.317307,7722200
2022-02-16,94.339996,95.550003,93.160004,95.180000,93.978851,6545800
2022-02-17,94.419998,94.629997,92.779999,93.050003,91.875725,6578200
2022-02-18,92.559998,94.050003,92.529999,93.339996,92.162064,6210600
2022-02-22,93.599998,94.040001,92.360001,93.110001,91.934967,8622500
2022-02-23,93.879997,93.879997,89.440002,89.650002,88.518631,9674800
2022-02-24,87.500000,91.199997,87.250000,91.010002,89.861473,9260500
2022-02-25,91.300003,92.790001,90.279999,92.580002,91.411659,7039400
2022-02-28,91.290001,92.309998,90.620003,91.790001,90.631622,8591500
2022-03-01,91.489998,91.510002,89.650002,90.139999,89.002449,7100700
2022-03-02,90.769997,93.279999,90.589996,92.769997,91.599258,10721100
2022-03-03,93.480003,93.500000,91.080002,91.529999,90.374908,6587400
2022-03-04,90.970001,91.160004,89.449997,90.029999,88.893837,7179800
2022-03-07,90.040001,90.050003,84.349998,84.459999,83.394135,14608700
2022-03-08,84.760002,86.919998,83.760002,84.000000,82.939941,10692000
2022-03-09,86.500000,88.129997,86.330002,87.599998,86.494499,8811600
2022-03-10,86.089996,87.360001,85.599998,87.160004,86.060066,9114300
2022-03-11,88.349998,88.809998,82.540001,82.730003,81.685966,15351700
2022-03-14,82.320000,82.339996,78.919998,79.290001,78.289375,18199300
2022-03-15,80.500000,83.440002,80.279999,83.120003,82.071045,12542300
2022-03-16,88.010002,90.089996,85.620003,87.410004,86.306908,21207900
2022-03-17,87.459999,87.949997,86.010002,87.660004,86.553749,8554200
2022-03-18,86.120003,89.750000,84.980003,89.599998,88.469261,23784200
2022-03-21,89.610001,89.720001,85.970001,86.860001,85.763847,11925300
2022-03-22,87.400002,89.099998,87.150002,87.889999,86.780846,8447400
2022-03-23,87.360001,87.709999,86.099998,86.220001,85.131927,7670500
2022-03-24,86.830002,87.150002,85.559998,87.120003,86.020561,6163400
2022-03-25,87.389999,87.669998,86.220001,87.449997,86.346397,7048100
2022-03-28,87.480003,88.419998,86.750000,88.379997,87.264656,5981000
2022-03-29,89.699997,91.900002,89.660004,91.230003,90.078697,8963200
2022-03-30,90.750000,91.540001,90.400002,91.029999,89.881218,8122100
2022-03-31,91.320000,92.629997,90.970001,90.970001,89.821976,11306100
2022-04-01,91.500000,91.889999,90.480003,91.489998,90.335411,6516300
2022-04-04,87.889999,88.459999,86.180000,88.089996,86.978317,16243100
2022-04-05,86.559998,86.620003,83.820000,84.120003,83.058426,17525800
2022-04-06,83.650002,83.889999,82.070000,83.360001,82.308014,10567000
2022-04-07,82.989998,83.500000,81.449997,83.120003,82.071045,10869100
2022-04-08,83.190002,83.190002,81.339996,81.519997,80.491226,9286800
2022-04-11,80.879997,81.739998,80.290001,80.680000,79.661835,8623200
2022-04-12,80.830002,81.269997,79.650002,79.790001,78.783066,8472500
2022-04-13,79.879997,81.309998,79.610001,80.919998,79.898804,8604400
2022-04-14,80.750000,81.080002,79.250000,79.500000,78.496727,9567200
2022-04-18,79.040001,79.970001,78.879997,79.599998,78.595459,7797300
2022-04-19,79.620003,81.540001,79.410004,81.220001,80.195023,8622100
2022-04-20,81.309998,81.519997,80.000000,80.169998,79.158272,8368800
2022-04-21,81.050003,81.190002,78.730003,78.959999,77.963539,8152500
2022-04-22,78.889999,79.480003,77.779999,77.919998,76.936661,10315500
2022-04-25,77.379997,78.080002,76.730003,77.980003,76.995911,10259000
2022-04-26,77.489998,77.580002,75.629997,75.629997,74.675568,8800500
2022-04-27,75.379997,76.430000,74.680000,74.739998,73.796791,8467300
2022-04-28,75.620003,77.099998,74.860001,76.580002,75.613579,8818500
2022-04-29,76.019997,76.769997,74.480003,74.639999,73.698059,9199300
2022-05-02,75.250000,75.720001,73.470001,75.370003,74.418846,12379000
2022-05-03,75.720001,75.790001,73.379997,74.330002,73.391968,15570100
2022-05-04,79.309998,82.870003,77.919998,81.639999,80.609718,30199700
2022-05-05,80.430000,81.220001,77.129997,77.480003,76.502220,19114700
2022-05-06,77.029999,77.199997,75.209999,76.519997,75.554329,11165800
2022-05-09,75.239998,76.550003,73.330002,73.489998,72.562569,12863600
2022-05-10,74.849998,75.050003,71.610001,71.860001,70.953148,14085900
2022-05-11,71.550003,71.949997,69.959999,70.059998,69.175858,12118100
2022-05-12,69.150002,70.029999,68.389999,69.900002,69.503990,15460600
2022-05-13,71.879997,75.730003,71.879997,75.599998,75.171692,18156300
2022-05-16,74.940002,75.440002,72.309998,72.419998,72.009705,11435300
2022-05-17,74.010002,74.349998,72.839996,73.720001,73.302345,12454500
2022-05-18,73.150002,73.540001,70.779999,71.279999,70.876167,10576500
2022-05-19,71.099998,72.419998,70.330002,71.930000,71.522484,11193700
2022-05-20,72.879997,73.430000,71.459999,73.389999,72.974213,15941800
2022-05-23,73.730003,74.269997,72.570000,73.419998,73.004044,10741900
2022-05-24,72.970001,73.330002,71.269997,72.720001,72.308014,9227700
2022-05-25,72.720001,73.500000,71.930000,72.480003,72.069374,8344400
2022-05-26,72.949997,74.769997,72.870003,74.489998,74.067978,8940900
2022-05-27,75.230003,76.720001,75.150002,76.709999,76.275406,8498400
2022-05-31,76.970001,79.660004,76.550003,78.500000,78.055267,23361800
2022-06-01,78.750000,78.879997,76.050003,76.279999,75.847839,7579000
2022-06-02,76.540001,79.500000,75.849998,79.419998,78.970047,10241500
2022-06-03,79.000000,79.900002,78.320000,79.050003,78.602150,10415700
2022-06-06,79.699997,81.300003,78.529999,78.980003,78.532547,7239400
2022-06-07,78.570000,79.750000,78.260002,79.470001,79.019768,5517100
2022-06-08,78.900002,79.769997,78.260002,78.470001,78.025436,5178300
2022-06-09,77.970001,80.269997,77.730003,78.910004,78.462944,13248100
2022-06-10,77.019997,77.790001,75.660004,75.669998,75.241295,8694300
2022-06-13,73.089996,74.010002,71.910004,72.360001,71.950050,9282800
2022-06-14,72.849998,73.839996,71.529999,72.309998,71.900330,7635600
2022-06-15,73.250000,75.269997,73.110001,74.190002,73.769684,7682300
2022-06-16,72.430000,72.610001,70.349998,70.949997,70.548035,10147000
2022-06-17,71.080002,72.440002,70.769997,71.870003,71.462830,9824300
2022-06-21,73.059998,73.169998,72.029999,72.959999,72.546654,7872500
2022-06-22,72.370003,73.820000,72.220001,73.300003,72.884727,6702200
2022-06-23,73.860001,75.360001,73.510002,75.199997,74.773956,6586400
2022-06-24,75.660004,78.150002,75.550003,78.110001,77.667473,18012000
2022-06-27,78.000000,78.440002,77.269997,77.680000,77.239914,6672200
2022-06-28,78.389999,79.889999,76.190002,76.339996,75.907501,7206400
2022-06-29,76.209999,77.150002,75.639999,76.430000,75.996994,8983900
2022-06-30,76.010002,76.879997,74.870003,76.389999,75.957214,6781100
2022-07-01,76.730003,79.470001,76.540001,79.260002,78.810959,7539200
2022-07-05,78.019997,79.550003,77.360001,79.519997,79.069481,8087800
2022-07-06,79.830002,80.470001,78.180000,78.860001,78.413223,4652800
2022-07-07,78.809998,79.650002,78.370003,79.239998,78.791069,5395600
2022-07-08,78.690002,79.629997,78.269997,79.279999,78.830841,3927100
2022-07-11,78.849998,79.050003,77.430000,77.900002,77.458664,5351500
2022-07-12,78.360001,79.440002,77.379997,77.760002,77.319458,5393400
2022-07-13,75.989998,78.540001,75.730003,77.919998,77.478546,3897500
2022-07-14,77.089996,78.370003,76.809998,78.199997,77.756958,4504500
2022-07-15,78.610001,80.209999,78.610001,79.620003,79.168922,5584100
2022-07-18,80.029999,81.669998,80.000000,80.230003,79.775467,6768800
2022-07-19,81.110001,82.669998,80.910004,82.550003,82.082321,5949200
2022-07-20,82.480003,83.470001,81.889999,83.269997,82.798241,6850600
2022-07-21,82.949997,83.610001,82.650002,83.540001,83.066711,7695300
2022-07-22,84.160004,84.430000,82.839996,83.589996,83.116425,6283600
2022-07-25,83.589996,83.699997,81.040001,81.500000,81.038269,5861100
2022-07-26,81.220001,81.419998,80.000000,80.309998,79.855011,6587000
2022-07-27,81.230003,83.410004,81.120003,82.959999,82.489998,6372600
2022-07-28,83.190002,84.889999,82.820000,84.669998,84.190308,5594600
2022-07-29,84.599998,84.980003,83.930000,84.779999,84.299683,5801000
2022-08-01,84.190002,85.589996,84.029999,84.910004,84.428955,7313700
2022-08-02,84.699997,85.139999,83.620003,83.709999,83.235748,7254700
2022-08-03,86.010002,87.970001,83.910004,87.269997,86.775574,12915700
2022-08-04,87.209999,88.279999,86.570000,86.879997,86.387787,7086700
2022-08-05,85.760002,86.150002,84.919998,85.730003,85.244308,4827800
2022-08-08,86.150002,86.860001,85.419998,85.720001,85.234360,4878400
2022-08-09,85.739998,85.830002,84.459999,84.839996,84.359344,3498400
2022-08-10,86.500000,86.900002,86.089996,86.489998,85.999992,5072300
2022-08-11,86.940002,87.550003,86.500000,87.269997,87.269997,5595700
2022-08-12,87.309998,88.400002,87.190002,88.309998,88.309998,5153000
2022-08-15,88.110001,89.250000,88.010002,89.160004,89.160004,5601000
2022-08-16,88.779999,89.930000,88.540001,89.400002,89.400002,4580800
2022-08-17,88.400002,89.000000,87.860001,88.349998,88.349998,3831300
